// Object 0-
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,37|18|-41,09;
-19,36042|17,99478|-41,09;
-19,32913|17,97771|-41,09;
-19,32913|17,97771|-41,09;
-19,2775|17,94954|-41,09;
-19,2775|17,94954|-41,09;
-19,19777|17,90606|-41,09;
-19,10201|17,85383|-41,09;
-18,9817|17,7882|-41,09;
-18,9817|17,7882|-41,09;
-18,83817|17,70991|-41,09;
-18,67078|17,61861|-41,09;
-18,49078|17,51859|-41,09;
-18,49078|17,51859|-41,09;
-18,31078|17,40518|-41,09;
-18,13078|17,27808|-41,09;
-17,95078|17,14191|-41,09;
-17,95078|17,14191|-41,09;
-17,77077|16,99243|-41,09;
-17,59078|16,82862|-41,09063;
-17,41084|16,65541|-41,0956;
