// Object 0-
95,84|16,04|-40,46;
95,84|16,04|-40,46;
95,84|16,04|-40,46;
95,84|16,04|-40,46;
95,84|16,04|-40,46;
95,84|16,04|-40,46;
95,84|16,04|-40,46;
95,84|16,04|-40,46;
95,84|16,04|-40,46;
95,84|16,04|-40,46;
95,84|16,04|-40,46;
95,84|16,04|-40,46;
95,84|16,04|-40,46;
95,84|16,04|-40,46;
95,84|16,04|-40,46;
95,84|16,04|-40,46;
95,84|16,04|-40,46;
95,84|16,04|-40,46;
95,84|16,04|-40,46;
95,84|16,04|-40,46;
95,84|16,04|-40,46;
95,84|16,04|-40,46;
95,84|16,04|-40,46;
95,84|16,04|-40,46;
95,84|16,04|-40,46;
95,84|16,04|-40,46;
95,84|16,04|-40,46;
95,84|16,04|-40,46;
95,84|16,04|-40,46;
95,84|16,04|-40,46;
95,84|16,04|-40,46;
95,84|16,04|-40,46;
95,84|16,04|-40,46;
95,84|16,04|-40,46;
95,84|16,04|-40,46;
95,84|16,04|-40,46;
95,84|16,04|-40,46;
95,84|16,04|-40,46;
95,84|16,04|-40,46;
95,84|16,04|-40,46;
95,84|16,04|-40,46;
95,84|16,04|-40,46;
95,84|16,04|-40,46;
95,84|16,04|-40,46;
95,84|16,04|-40,46;
95,84|16,04|-40,46;
95,84|16,04|-40,46;
95,84|16,04|-40,46;
95,84|16,04|-40,46;
95,84|16,04|-40,46;
95,84|16,04|-40,46;
95,84|16,04|-40,46;
95,84|16,04|-40,46;
95,84|16,04|-40,46;
95,84|16,04|-40,46;
95,84|16,04|-40,46;
95,84|16,04|-40,46;
95,84|16,04|-40,46;
95,84|16,04|-40,46;
95,84|16,04|-40,46;
95,84|16,04|-40,46;
95,84|16,04|-40,46;
95,84|16,04|-40,46;
95,84|16,04|-40,46;
95,84|16,04|-40,46;
95,84|16,04|-40,46;
95,84|16,04|-40,46;
95,84|16,04|-40,46;
95,84|16,04|-40,46;
95,84|16,04|-40,46;
95,84|16,04|-40,46;
95,84|16,04|-40,46;
95,84|16,04|-40,46;
95,84|16,04|-40,46;
95,84|16,04|-40,46;
95,84|16,04|-40,46;
95,84|16,04|-40,46;
95,84|16,04|-40,46;
95,84|16,04|-40,46;
95,84|16,04|-40,46;
95,84|16,04|-40,46;
95,84|16,04|-40,46;
95,84|16,04|-40,46;
95,84|16,04|-40,46;
95,84|16,04|-40,46;
95,84|16,04|-40,46;
95,84|16,04|-40,46;
95,84|16,04|-40,46;
95,84|16,04|-40,46;
95,84|16,04|-40,46;
